timestamp,close
2019-10-25,1.2983
2019-10-26,0.9762
2019-10-27,0.8068
2019-10-28,0.9079
2019-10-29,0.8694
2019-10-30,0.8565
2019-10-31,0.7999
2019-11-01,0.8324
2019-11-02,0.9501
2019-11-03,1.1706
2019-11-04,1.158
2019-11-05,1.0504
2019-11-06,0.9658
2019-11-07,1.0609
2019-11-08,1.0529
2019-11-09,1.1369
2019-11-10,1.1447
2019-11-11,1.1579
2019-11-12,1.089
2019-11-13,1.0685
2019-11-14,1.0409
2019-11-15,1.045
2019-11-16,1.0998
2019-11-17,1.0716
2019-11-18,1.1474
2019-11-19,1.26
2019-11-20,1.197
2019-11-21,1.1631
2019-11-22,1.1025
2019-11-23,1.15
2019-11-24,1.1949
2019-11-25,1.089
2019-11-26,1.0915
2019-11-27,1.0652
2019-11-28,1.0611
2019-11-29,1.0861
2019-11-30,1.0787
2019-12-01,1.0631
2019-12-02,1.0218
2019-12-03,1.0447
2019-12-04,0.9404
2019-12-05,0.9258
2019-12-06,0.9776
2019-12-07,0.9817
2019-12-08,0.9584
2019-12-09,0.9161
2019-12-10,0.8026
2019-12-11,0.82
2019-12-12,0.8361
2019-12-13,0.9667
2019-12-14,0.9362
2019-12-15,1.049
2019-12-16,0.957
2019-12-17,1.0447
2019-12-18,0.9948
2019-12-19,0.9795
2019-12-20,1.0349
2019-12-21,1.0589
2019-12-22,1.0688
2019-12-23,1.0006
2019-12-24,1.071
2019-12-25,1.0678
2019-12-26,1.0836
2019-12-27,1.1991
2019-12-28,1.1728
2019-12-29,1.1549
2019-12-30,1.1367
2019-12-31,1.1185
2020-01-01,1.1364
2020-01-02,1.0172
2020-01-03,1.0241
2020-01-04,1.0401
2020-01-05,1.031
2020-01-06,1.0529
2020-01-07,1.0881
2020-01-08,1.07
2020-01-09,1.0261
2020-01-10,1.05
2020-01-11,1.025
2020-01-12,1.0361
2020-01-13,1.0133
2020-01-14,1.0137
2020-01-15,1.023
2020-01-16,1.0981
2020-01-17,1.1125
2020-01-18,1.0532
2020-01-19,1.0484
2020-01-20,1.061
2020-01-21,1.0799
2020-01-22,1.069
2020-01-23,1.0822
2020-01-24,1.0621
2020-01-25,1.1184
2020-01-26,1.1045
2020-01-27,1.0987
2020-01-28,1.0722
2020-01-29,1.0385
2020-01-30,1.0479
2020-01-31,1.0565
2020-02-01,1.0563
2020-02-02,1.0506
2020-02-03,1.0553
2020-02-04,1.1502
2020-02-05,1.2002
2020-02-06,1.287
2020-02-07,1.237
2020-02-08,1.152
2020-02-09,1.1898
2020-02-10,1.159
2020-02-11,1.1745
2020-02-12,1.2186
2020-02-13,1.1615
2020-02-14,1.2083
2020-02-15,1.1094
2020-02-16,1.048
2020-02-17,0.9754
2020-02-18,0.97
2020-02-19,0.8571
2020-02-20,0.8867
2020-02-21,0.8797
2020-02-22,0.8855
2020-02-23,0.9576
2020-02-24,0.8846
2020-02-25,0.8449
2020-02-26,0.8366
2020-02-27,0.8344
2020-02-28,0.8173
2020-02-29,0.8121
